image_name,"labels"
23_em_56.bmp,"9 + 2"
23_em_57.bmp,"\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 }"
23_em_58.bmp,"z ^ { d } + z"
23_em_59.bmp,"\sum _ { r = 1 } ^ { n } a r ^ { b } = a \sum _ { r = 1 } ^ { n } r ^ { b }"
23_em_60.bmp,"\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } )"
23_em_61.bmp,"\cos 2 \alpha"
23_em_62.bmp,"t ^ { 2 } + t + x"
23_em_63.bmp,"F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } }"
23_em_64.bmp,"\log _ { e } x"
23_em_65.bmp,"f ( n - 1 )"
23_em_66.bmp,"z ^ { 3 } + z = z"
23_em_67.bmp,"2 ( ( x + 2 ) ^ { 2 } - 4 + 1 )"
23_em_68.bmp,"\frac { q - p } { \sqrt { p q } }"
23_em_69.bmp,"X \leq 1 5"
23_em_70.bmp,"\alpha + \beta = \beta + \alpha"
23_em_71.bmp,"c T ^ { \prime }"
23_em_72.bmp,"\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n }"
23_em_73.bmp,"B _ { m + 1 }"
26_em_75.bmp,"1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b"
26_em_76.bmp,"- m p"
26_em_77.bmp,"x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i }"
26_em_78.bmp,"1 6 9"
26_em_79.bmp,"- a + b + c"
26_em_80.bmp,"\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9"
26_em_81.bmp,"- 2 x + \sin ( 2 x + 2 ) - 2"
26_em_82.bmp,"\frac { 1 } { 2 } t ^ { 2 } u ( t )"
26_em_83.bmp,"d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) }"
26_em_84.bmp,"S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r }"
26_em_85.bmp,"\log _ { u } g"
26_em_86.bmp,"\log _ { a } x"
26_em_87.bmp,"\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x"
26_em_88.bmp,"v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 }"
26_em_89.bmp,"x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 }"
26_em_90.bmp,"\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x"
26_em_91.bmp,"k [ a ^ { - 1 } ]"
26_em_92.bmp,"- \frac { 1 1 \pi } { 8 }"
26_em_93.bmp,"4 \times 4 + 4 - 4"
26_em_94.bmp,"[ \frac { 1 } { 2 } \sin ^ { 2 } ( 1 ) ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ]"
26_em_95.bmp,"\sqrt { a } \sqrt { b } = \sqrt { a b }"
26_em_96.bmp,"4 + 4 + \frac { 4 } { 4 }"
26_em_97.bmp,"\sqrt { - 4 } = \sqrt { - 1 } \sqrt { 4 }"
26_em_98.bmp,"( \sqrt { 2 } x + 2 ) ( x + 3 )"
26_em_99.bmp,"1 0 , 0 0 0 + 1 , 0 0 0 = 1 1 , 0 0 0"
27_em_100.bmp,"\sqrt { 4 5 }"
27_em_101.bmp,"1 + \sqrt { 5 } = x _ { 1 } + y _ { 1 } \sqrt { 5 }"
27_em_102.bmp,"\lim _ { a \rightarrow \infty } f ( a )"
27_em_103.bmp,"\exists y \exists x F"
27_em_104.bmp,"w = q _ { H } - q _ { C }"
27_em_105.bmp,"( a - 2 x ) ( a + 2 x )"
27_em_106.bmp,"\alpha ^ { 2 } + \beta ^ { 2 } = ( \alpha + \beta ) ^ { 2 } - 2 \alpha \beta"
27_em_107.bmp,"\int k x ^ { n } d x = k \int x ^ { n } d x"
27_em_108.bmp,"0 + A"
27_em_109.bmp,"f ^ { ( i + k ) } ( 0 ) = f ^ { ( i ) } ( 0 ) f ^ { ( k ) } ( 0 )"
27_em_110.bmp,"( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0"
27_em_111.bmp,"x ^ { 2 } - y ^ { 2 } = x ^ { 2 } + 2 x y + y ^ { 2 } - 2 x y - 2 y ^ { 2 }"
27_em_112.bmp,"M _ { 3 }"
27_em_113.bmp,"x = \frac { a f ( b ) - b f ( a ) } { f ( b ) - f ( a ) }"
27_em_114.bmp,"\int \sin 2 \theta d \theta"
27_em_115.bmp,"7 \sqrt { 2 }"
27_em_116.bmp,"v _ { 7 } + v _ { 3 } + v _ { 4 } - v _ { 8 } = 0"
27_em_117.bmp,"\cos \theta \sin \theta + \theta + \theta ^ { 2 }"
27_em_118.bmp,"\sqrt { 3 2 } + \sqrt { 3 2 }"
27_em_119.bmp,"6 7 7 8"
27_em_120.bmp,"\sqrt { 1 5 }"
27_em_121.bmp,"1 - z + z ^ { 2 } - z ^ { 3 } + z ^ { 4 } - z ^ { 5 } + \ldots"
27_em_122.bmp,"\pm \sqrt [ x ] { b }"
27_em_123.bmp,"\int 2 x ^ { - 2 } d x"
27_em_124.bmp,"a \div b"
28_em_125.bmp,"\frac { 2 } { \sqrt { 2 + \sqrt { 2 } } }"
28_em_126.bmp,"\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { a }"
28_em_127.bmp,"X , X _ { t }"
28_em_128.bmp,"\frac { x ^ { 2 } } { 9 } - \frac { y ^ { 2 } } { 4 9 } = 1"
28_em_129.bmp,"- \frac { 1 } { \sqrt { 2 } } ( \frac { b } { \sqrt { 2 } } - 0 )"
28_em_130.bmp,"\log x + \log y = \log x y"
28_em_131.bmp,"z y + 2 z y + 2 z + 2 y"
28_em_132.bmp,"S / V"
28_em_133.bmp,"3 = \frac { 3 } { 2 } ( 3 ^ { 1 } - 1 ) = 3"
28_em_134.bmp,"\frac { n _ { A } } { n }"
28_em_135.bmp,"e _ { 2 } - 2 e _ { 1 }"
28_em_136.bmp,"\pi _ { t + 1 }"
28_em_137.bmp,"3 , 4 , 5 , 6 , \ldots"
28_em_138.bmp,"R _ { 0 } ^ { 0 }"
28_em_139.bmp,"x y x + x y + y x + y = x ^ { 2 } y + x y + x y + y"
28_em_140.bmp,"3 ( - 5 ) ^ { 2 } + 3 ( - 5 - 2 ) - ( - 5 ) ( 2 ) ^ { 2 }"
28_em_141.bmp,"\frac { 2 A B } { A + B }"
28_em_142.bmp,"\frac { 4 4 4 6 7 } { 3 8 9 7 3 }"
28_em_143.bmp,"[ [ S ] ] = [ S ]"
28_em_144.bmp,"\sum _ { i } k _ { i }"
28_em_145.bmp,"f ( x ) = \frac { \infty } { \infty }"
28_em_146.bmp,"\frac { 1 9 9 } { 1 1 }"
28_em_147.bmp,"[ B ]"
28_em_148.bmp,"x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t )"
28_em_149.bmp,"\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } }"
29_em_150.bmp,"6 0 ^ { o }"
29_em_151.bmp,"P a"
29_em_152.bmp,"\sqrt { - n } = i \sqrt { n }"
29_em_153.bmp,"( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 }"
29_em_154.bmp,"\frac { 4 z - 5 } { ( z - 1 ) ( z - 2 ) }"
29_em_155.bmp,"z ^ { 5 } + z = z"
29_em_156.bmp,"( 2 , 2 , 2 , 0 )"
29_em_157.bmp,"y = y \prime"
29_em_158.bmp,"\alpha ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 }"
29_em_159.bmp,"1 8"
29_em_160.bmp,"\sum a _ { j } x _ { j }"
29_em_161.bmp,"f ( z _ { 0 } ) = \lim _ { z \rightarrow z _ { 0 } } f ( z )"
29_em_162.bmp,"\frac { f \prime ( x ) } { g \prime ( x ) }"
29_em_163.bmp,"C _ { t } = C + C = 2 C"
29_em_164.bmp,"\cos \pi z"
29_em_165.bmp,"7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 }"
29_em_166.bmp,"\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x"
29_em_167.bmp,"\cos ( n x ) = 2 \cos ( x ) \cos [ ( n - 1 ) x ] - \cos [ ( n - 2 ) x ]"
29_em_169.bmp,"\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d f } }"
29_em_170.bmp,"E ( t ) \leq E ( 0 )"
29_em_171.bmp,"\lim _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 }"
29_em_172.bmp,"n \geq 0"
29_em_173.bmp,"\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 }"
29_em_174.bmp,"\lim \frac { | a _ { n + 1 } x | } { | a _ { n } | } < 1"
31_em_175.bmp,"\lim _ { x \rightarrow c } f ( x ) = f ( c )"
31_em_176.bmp,"( \frac { \pi } { \sqrt { 2 } } )"
31_em_177.bmp,"\alpha ^ { - 1 }"
31_em_178.bmp,"q + w"
31_em_180.bmp,"x ^ { 5 } + y ^ { 5 } - 5 x y + 1 = 0"
31_em_181.bmp,"\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } }"
31_em_182.bmp,"( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } )"
31_em_183.bmp,"\sqrt { 9 } \times \sqrt { 5 }"
31_em_184.bmp,"\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } }"
31_em_185.bmp,"- P ( V _ { 2 } - V _ { 1 } )"
31_em_187.bmp,"5 0"
31_em_188.bmp,"\tan a = \frac { \sin a } { \cos a }"
31_em_189.bmp,"x . y"
31_em_190.bmp,"\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y"
31_em_191.bmp,"\sum _ { j = 1 } ^ { m } a _ { j } e _ { j }"
31_em_192.bmp,"\int _ { a } ^ { x } f ( x ) d x"
31_em_193.bmp,"r _ { i } + d r _ { i } , p _ { i } + d p _ { i }"
31_em_194.bmp,"\frac { b ^ { 2 x } } { b ^ { y } }"
31_em_195.bmp,"1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0"
31_em_196.bmp,"\frac { 3 + 9 + 7 + 3 + 6 + 1 0 + 4 } { 7 } = 6"
31_em_197.bmp,"x ^ { 2 } - x y + x y - y ^ { 2 }"
31_em_198.bmp,"\lim _ { x \rightarrow - \infty } p _ { 2 } ( x ) > 0"
31_em_199.bmp,"\log a + \log b = \log a b"
32_em_200.bmp,"\frac { \pi } { 8 }"
32_em_201.bmp,"\sum _ { k = 1 } ^ { n } ( c a _ { k } ) = c \sum _ { i = 1 } ^ { n } ( a _ { k } )"
32_em_202.bmp,"3 N - 3 - 2 = 3 N - 5"
32_em_203.bmp,"l - 1"
32_em_204.bmp,"\pm \sqrt { x }"
32_em_205.bmp,"( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i"
32_em_206.bmp,"[ [ S ] ]"
32_em_207.bmp,"\int - \cos \phi d \phi"
32_em_208.bmp,"b _ { u }"
32_em_209.bmp,"\frac { f } { a } = \frac { b } { f }"
32_em_210.bmp,"\frac { 1 - 2 p } { \sqrt { n p ( 1 - p ) } }"
32_em_211.bmp,"H _ { c l }"
32_em_212.bmp,"q - \sqrt { 2 }"
32_em_213.bmp,"\sqrt { a } \times \sqrt { b } = \sqrt { a b }"
32_em_214.bmp,"\int c d x"
32_em_215.bmp,"m ^ { 3 }"
32_em_216.bmp,"g ( y ) - g ( x )"
32_em_217.bmp,"\sqrt { - 1 }"
32_em_218.bmp,"g ^ { 2 } = g g = e"
32_em_219.bmp,"E _ { 1 } < E < E _ { 2 }"
32_em_220a.bmp,"d = ( 2 4 z ^ { 5 } + 4 8 c z ^ { 3 } + 8 z ^ { 3 } + 2 4 c ^ { 2 } z + 1 6 c z )"
32_em_220b.bmp,"8 z ^ { 7 } + 2 9 c z ^ { 5 } + 2 9 c ^ { 2 } z ^ { 3 }"
32_em_220c.bmp,"4 c ^ { 3 } + 6 c ^ { 2 } + 2 c + 1"
32_em_221.bmp,"n \geq N"
32_em_222.bmp,"\frac { d a } { d c } = \frac { c } { a }"
32_em_223.bmp,"( \pi )"
32_em_224.bmp,"z = \sqrt { 3 } ( \sqrt { 2 } + i )"
34_em_225.bmp,"x ^ { 3 } + 3 x ^ { 2 } y + 3 x y ^ { 2 } + y ^ { 3 }"
34_em_226.bmp,"t - s"
34_em_227.bmp,"6 5 8 8"
34_em_228.bmp,"- y - 5 ( 1 )"
34_em_229.bmp,"1 / t"
34_em_230.bmp,"( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 }"
34_em_231.bmp,"q _ { e q } = 1 - p _ { e q }"
34_em_232.bmp,"t _ { \theta } ^ { - 1 } = t _ { - \theta }"
34_em_233.bmp,"f ( 5 ) = 2 5 = f ( - 5 )"
34_em_234.bmp,"\int _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 }"
34_em_235.bmp,"1 - w"
34_em_236.bmp,"\frac { 1 } { 2 5 } [ y ^ { 2 } - 8 y + 1 6 - 1 6 ]"
34_em_237.bmp,"\frac { ( n + 1 ) ( ( n + 1 ) + 1 ) } { 2 }"
34_em_238.bmp,"x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0"
34_em_239.bmp,"\Delta x \Delta k \geq 1 / 2"
34_em_240.bmp,"\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x )"
34_em_241.bmp,"\phi ( \phi ( n ) )"
34_em_242.bmp,"\frac { x ^ { 2 } } { x ^ { 2 } } \frac { x + 1 } { x + 2 }"
34_em_243.bmp,"\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1"
34_em_244.bmp,"\frac { 1 0 } { 3 } = 3 . 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 \ldots"
34_em_245.bmp,"r \rightarrow \infty"
34_em_246.bmp,"v = ( v _ { x } v _ { y } v _ { z } )"
34_em_247.bmp,"( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } }"
34_em_248.bmp,"q _ { i } + a"
34_em_249.bmp,"\frac { 2 } { n \pi } ( 1 - \cos ( n \pi ) )"
35_em_0.bmp,"2 9 9 7 9 2 4 5 8"
35_em_10.bmp,"g _ { a b }"
35_em_11.bmp,"B = C _ { 1 } + C _ { 2 } + \ldots + C _ { n }"
35_em_12.bmp,"\int \frac { 1 } { p } d p = \int \frac { z } { a } d t"
35_em_13.bmp,"( x \times x \times x ) \times ( x \times x )"
35_em_14.bmp,"x ^ { 3 } ( x - ( 2 x + 3 ) ( 2 x - 3 ) )"
35_em_15.bmp,"1 \times 1 + 1 \times 2 + 2 \times 2"
35_em_16.bmp,"\sum _ { m = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) }"
35_em_17.bmp,"x ^ { 2 } + x + 1"
35_em_18.bmp,"\pi \int _ { 0 } ^ { 1 } x d x"
35_em_19.bmp,"2 \div 3"
35_em_1.bmp,"E P E"
35_em_20.bmp,"\sqrt { 3 8 }"
35_em_21.bmp,"- \sin \theta"
35_em_22.bmp,"x - \pi ( x )"
35_em_23.bmp,"y = y _ { o } + m ( x - x _ { o } )"
35_em_24.bmp,"\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } }"
35_em_2.bmp,"( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } )"
35_em_3.bmp,"\beta ( F )"
35_em_4.bmp,"w _ { 1 } + w _ { 2 }"
35_em_5.bmp,"E / [ E , E ]"
35_em_6.bmp,"1 5 \div 5 = 3"
35_em_7.bmp,"\sin ( - 4 5 ) = - \sin 4 5"
35_em_8.bmp,"\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k"
35_em_9.bmp,"\sin ( \theta ) = \sin \theta"
36_em_25.bmp,"\frac { a ^ { 2 } } { a + \sqrt { a } }"
36_em_26.bmp,"\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 )"
36_em_27.bmp,"f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } }"
36_em_28.bmp,"1 2 \div 3"
36_em_29.bmp,"C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 }"
36_em_30.bmp,"\tan \gamma _ { i }"
36_em_31.bmp,"\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } }"
36_em_32.bmp,"\lim _ { x \rightarrow 0 } f ( x )"
36_em_33.bmp,"\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k )"
36_em_34.bmp,"\sqrt { 2 } \sqrt { 2 } = 2"
36_em_35.bmp,"z _ { 1 } z _ { 2 }"
36_em_36.bmp,"L _ { t } = L + L = 2 L"
36_em_37.bmp,"- f ( - x )"
36_em_38.bmp,"2 4 \pi"
36_em_39.bmp,"\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3"
36_em_40.bmp,"\frac { 1 5 ! } { 1 0 ! 5 ! }"
36_em_41.bmp,"y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n }"
36_em_42.bmp,"m \times p"
36_em_43.bmp,"( x ^ { \prime } , t ^ { \prime } )"
36_em_44.bmp,"p \geq 1"
36_em_45.bmp,"x + ( - x ) \geq 0 + ( - x )"
36_em_46.bmp,"x \neq 4"
36_em_47.bmp,"7 0 ^ { o }"
36_em_48.bmp,"\sum _ { k } j [ k ]"
36_em_49.bmp,"1 . 6 9 4 6 9 6 1"
37_em_0.bmp,"g _ { \theta } = g \sin \theta"
37_em_10.bmp,"\frac { X } { V }"
37_em_11.bmp,"w ^ { - 2 }"
37_em_12.bmp,"u ( x _ { b } ) = u _ { b } ( x _ { b } )"
37_em_13.bmp,"8 0 ^ { o }"
37_em_14.bmp,"\lim _ { x \rightarrow 0 } f ( x ) = 0"
37_em_15.bmp,"u \geq 0"
37_em_16.bmp,"8 \sqrt { 5 }"
37_em_17.bmp,"a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b }"
37_em_18.bmp,"\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 }"
37_em_19.bmp,"- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 }"
37_em_1.bmp,"p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 }"
37_em_20.bmp,"0 . 9 - 0 . 9 = 0"
37_em_21.bmp,"( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 }"
37_em_22.bmp,"\int X ( x ) e ^ { - a x } a ^ { x } d x"
37_em_23.bmp,"\sum p _ { i } = \sum p _ { f }"
37_em_24.bmp,"\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } }"
37_em_25.bmp,"\sqrt [ x ] { b }"
37_em_26.bmp,"\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x"
37_em_27.bmp,"\alpha , \beta"
37_em_28.bmp,"\sum F _ { z } = 0"
37_em_29.bmp,"\sum F _ { x }"
37_em_2.bmp,"( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } )"
37_em_30.bmp,"f ( f ( x ) ) = g ( g ( x ) )"
37_em_31.bmp,"M = E - e \sin E"
37_em_32.bmp,"a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \cdots"
37_em_3.bmp,"t - 6"
37_em_4.bmp,"( a _ { 1 } b _ { 1 } ) ( a _ { 1 } b _ { 2 } ) = ( a _ { 1 } b _ { 2 } ) ( b _ { 1 } b _ { 2 } )"
37_em_5.bmp,"\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 }"
37_em_6.bmp,"y ^ { \prime } ( x )"
37_em_7.bmp,"\cos 6 \theta"
37_em_8.bmp,"\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) }"
37_em_9.bmp,"y < b"
500_em_108.bmp,"s \geq 1"
500_em_109.bmp,"b _ { L }"
500_em_110.bmp,"x = \sum _ { i } x _ { i }"
501_em_0.bmp,"\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x"
501_em_10.bmp,"P _ { t } = R _ { t } - I _ { t } = ( 1 + i ) P _ { t - 1 } + ( R _ { t } - R _ { t - 1 } )"
501_em_11.bmp,"F = \{ \{ L _ { 1 , 1 } , \ldots , L _ { 1 , n _ { 1 } } \} , \ldots , \{ L _ { k , 1 } , \ldots , L _ { k , n _ { k } } \} \}"
501_em_12.bmp,"\frac { T _ { H } ^ { \frac { f } { 2 } } V _ { 2 } } { T _ { H } ^ { \frac { f } { 2 } } V _ { 1 } } = \frac { T _ { C } ^ { \frac { f } { 2 } } V _ { 3 } } { T _ { C } ^ { \frac { f } { 2 } } V _ { 4 } }"
501_em_13.bmp,"y < y \prime"
501_em_14.bmp,"2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ! } { 4 ! } + \ldots"
501_em_15.bmp,"\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 9 } = \frac { 4 6 } { 1 1 9 }"
501_em_16.bmp,"N _ { X Y }"
501_em_17.bmp,"\mu \pm \sigma"
501_em_18.bmp,"\frac { 2 G M r - 2 r ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 G ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } + 4 G M r ^ { 2 } } } { 2 ( r ^ { 2 } - G M ) }"
501_em_19.bmp,"\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 \tan ^ { 4 } ( x ) }"
501_em_1.bmp,"\sqrt { 5 0 }"
501_em_20.bmp,"q = ( x _ { q } , y _ { q } , z _ { q } , w _ { q } )"
501_em_21.bmp,"\theta \rightarrow 0"
501_em_22.bmp,"\forall \gamma \in X"
501_em_23.bmp,"\phi > 0"
501_em_24.bmp,"\log v = b \log 2"
501_em_2.bmp,"m _ { i } , v _ { i } , f _ { i }"
501_em_3.bmp,"k _ { e }"
501_em_4.bmp,"S u p E \leq S u p F"
501_em_5.bmp,"\sqrt { 5 0 }"
501_em_6.bmp,"f ( 1 . 9 9 9 9 9 ) = 3 . 9 9 9 9 9"
