image_name,"labels"
200922-947-19.bmp,"x ^ { 2 } + y ^ { 2 } = z ^ { 2 }"
200922-949-222.bmp,"q c e"
2009213-139-245.bmp,"\sum _ { \gamma > I } [ 2 ]"
2009213-139-80.bmp,"e ^ { \int x ^ { 2 } d x }"
2009220-1327-42.bmp,"\frac { 1 } { 3 } \pi r ^ { 2 } h"
200925-1126-42.bmp,"\frac { 1 } { 3 } \pi r ^ { 2 } h"
formulaire020-equation061.bmp,"1 0 ^ { - 2 2 }"
2009213-137-62.bmp,"( \sin ( x ) ^ { 2 } + 3 \cos ( x ) ^ { 2 } ) ^ { 4 }"
2009212-1031-128.bmp,"\frac { b } { \sum N }"
81_caue.bmp,"A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }"
MfrDB2678.bmp,"| a + i b | = \sqrt { x ^ { 2 } + y ^ { 2 } }"
200926-1550-157.bmp,"1 . 6"
formulaire016-equation012.bmp,"u _ { n } = \frac { 1 } { n }"
KME2G3_29_sub_35.bmp,"\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }"
formulaire015-equation031.bmp,"e ^ { - z } = \cos ( z ) - \sin ( z )"
formulaire014-equation028.bmp,"x = 3"
200924-1312-82.bmp,"t ( ( \phi ) )"
formulaire036-equation017.bmp,"a = \frac { v ^ { 2 } } { r }"
200923-1254-57.bmp,"g - ( \theta )"
200922-949-96.bmp,"- \alpha"
200923-1553-222.bmp,"9"
MfrDB1797.bmp,"2 ^ { x ^ { 3 } } + 3 ^ { y ^ { x - 2 } } - 2 ^ { y + x ^ { 2 y } }"
KME2G3_15_sub_74.bmp,"\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t"
formulaire005-equation061.bmp,"z = 0"
200923-1556-181.bmp,"[ \sum T ]"
2009212-1031-132.bmp,"\sum _ { \Delta \geq \sum H } \cdots + \int \frac { H } { b } d T"
200923-1253-273.bmp,"r _ { n } ^ { V }"
200923-1254-87.bmp,"( L M )"
MfrDB1266.bmp,"\int \limits _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { x ^ { 2 } } d x = \frac { \pi } { 2 }"
200923-1553-0.bmp,"\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1"
200926-1550-123.bmp,"F"
2009213-139-199.bmp,"\sqrt { g - R }"
200925-1126-49.bmp,"\cos ( 0 ) = 1"
2009220-1327-121.bmp,"4"
200926-1617-164.bmp,"\sqrt { V } ^ { m - P }"
formulaire038-equation012.bmp,"a _ { p } = p - n _ { p }"
formulaire031-equation053.bmp,"g ( x + 4 ) = g ( x )"
KME2G3_24_sub_35.bmp,"\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }"
75_leo.bmp,"c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C"
MfrDB0148.bmp,"\sqrt { 8 }"
200923-1553-293.bmp,"( \cdots + f )"
KME2G3_11_sub_26.bmp,"x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X"
MfrDB0604.bmp,"\frac { 1 + 2 } { 3 }"
101_Nina.bmp,"S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }"
124_edwin.bmp,"\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }"
formulaire020-equation066.bmp,"x ^ { 2 } + 3 x"
200924-1312-229.bmp,"k _ { I _ { X } }"
200924-1331-268.bmp,"R"
formulaire023-equation068.bmp,"( y _ { 2 } - y _ { 1 } ) X - ( x _ { 2 } - x _ { 1 } ) Y = x _ { 1 } y _ { 2 } - x _ { 2 } y _ { 1 }"
91_david.bmp,"\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }"
formulaire039-equation007.bmp,"2 p x _ { 1 }"
formulaire034-equation073.bmp,"x ^ { 1 9 } - x ^ { 1 8 } - x ^ { 1 7 } + x ^ { 2 } - 1"
formulaire016-equation036.bmp,"y = x + 3"
110_edwin.bmp,"\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }"
200923-1556-255.bmp,"i X"
126_danilo.bmp,"| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }"
formulaire029-equation074.bmp,"5 , 1 \times 1 0 ^ { 1 8 }"
formulaire018-equation069.bmp,"t _ { \gamma } ^ { k }"
2009213-137-185.bmp,"1 . 3"
200923-1253-156.bmp,"\frac { \cdots - H } { V \sum T }"
200926-1550-110.bmp,"\sqrt { Y }"
formulaire015-equation053.bmp,"x = - \sqrt { y - 3 }"
formulaire036-equation068.bmp,"1 + 0 i"
MfrDB1501.bmp,"\lim _ { n \rightarrow \infty } \frac { n ^ { 2 } + 3 n } { 2 n ^ { 2 } + 1 } = \frac { 1 } { 2 }"
94_danilo.bmp,"\frac { a } { \sin A } = \frac { b } { \sin B } = \frac { c } { \sin C }"
formulaire037-equation072.bmp,"X _ { i , j }"
MfrDB1959.bmp,"\int \limits _ { 0 } ^ { 1 } \int \limits _ { 0 } ^ { 1 } x ^ { 2 } y ^ { 2 } d x d y"
200926-131-44.bmp,"\sin ( \frac { \pi } { 4 } ) = \frac { 1 } { \sqrt { 2 } }"
formulaire030-equation041.bmp,"\frac { a } { 4 }"
200922-949-30.bmp,"\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a }"
131_alfonso.bmp,"f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }"
KME2G3_28_sub_65.bmp,"[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }"
MfrDB0050.bmp,"1 = \sin ^ { 2 } x + \cos ^ { 2 } x"
MfrDB1176.bmp,"1 + 2"
200924-1331-43.bmp,"\frac { \pi r ^ { 2 } h } { 3 }"
200926-131-93.bmp,"- 7 z"
200926-131-101.bmp,"k"
200926-1550-32.bmp,"a x ^ { 4 } + b x + c = 0"
200923-131-227.bmp,"y _ { \phi }"
formulaire023-equation047.bmp,"m \leq m - r"
MfrDB1302.bmp,"1 + \tan ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y }"
2009212-1031-121.bmp,"6 . 7"
200923-1254-287.bmp,"[ P ]"
200923-1556-215.bmp,"- \sum N"
200923-1556-83.bmp,"\frac { \cdots + Y _ { P } } { p ^ { I } }"
2009210-947-199.bmp,"\sqrt { \sqrt { y } }"
200922-947-117.bmp,"( F ) ^ { \pi } Y"
formulaire009-equation068.bmp,"\frac { x ^ { 2 } } { n _ { x } ^ { 2 } } + \frac { y ^ { 2 } } { n _ { y } ^ { 2 } } + \frac { z ^ { 2 } } { n _ { z } ^ { 2 } } = 1"
200924-1312-6.bmp,"\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )"
89_leissi.bmp,"x ^ { \prime } = x \cos \theta + y \sin \theta"
formulaire014-equation023.bmp,"\frac { x ^ { 2 } + y ^ { 2 } } { a ^ { 2 } } - \frac { z ^ { 2 } } { c ^ { 2 } } + 1 = 0"
200924-1331-29.bmp,"\sqrt { 1 }"
126_Fabricio.bmp,"| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }"
MfrDB0194.bmp,"2 + 1 = 3"
formulaire009-equation067.bmp,"x = \alpha _ { 1 } y _ { 1 } + \ldots + \alpha _ { i - 1 } y _ { i - 1 } + \alpha _ { i + 1 } y _ { i + 1 } + \ldots \alpha _ { x n + 1 } y _ { n + 1 }"
200924-1312-85.bmp,"\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } }"
formulaire036-equation005.bmp,"1 0 7 - 1 1 0 - 6 0 \geq - 6 3"
formulaire002-equation010.bmp,"( 2 9 - 2 4 + 1 6 9 ) \times 8 8 \leq - 1 4 4 3 1"
2009213-137-38.bmp,"\frac { 4 } { 3 } \pi r ^ { 3 }"
127_edwin.bmp,"n ! - 1"
formulaire005-equation046.bmp,"\frac { 1 } { 3 } \frac { 1 } { 3 } \gamma"
200923-131-268.bmp,"\frac { 0 s } { 5 . 7 }"
200923-1251-144.bmp,"P - \sqrt { 4 } < [ k ]"
200923-1556-80.bmp,"e ^ { \int x ^ { 2 } d x }"
200923-131-147.bmp,"\frac { z } { i _ { m } }"
KME2G3_12_sub_28.bmp,"z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }"
formulaire019-equation005.bmp,"1 3 9 \pm ( 1 8 4 \times ( 5 4 + 1 0 2 ) ) + ( ( 1 7 8 \div 1 6 9 ) + 2 7 )"
